matrix_name,avg
G55,0.0340382878
af_3_k101,0.2550830899999999
t3dh_e,0.104402583
mycielskian12,0.15305495
dawson5,0.1084052
c-53,0.1201521719999999
sts4098,0.0952155899999999
spaceStation_6,0.129607815
ford2,0.0688689999999999
k49_norm_10NN,0.0336231939999999
aft01,0.144277991
sc2010,0.0369002688
msc01050,0.153552983
vsp_finan512_scagr7-2c_rlfddd,0.0523117459
G2,0.0808084222222222
m3plates,0.0673048735999999
c-28,0.088248442
hangGlider_5,0.092559149
struct3,0.159135844
G48,0.077326645
G41,0.03969536
auto,0.03893246054
net125,0.093341268
c-62,0.079126465
pkustk12,0.1863588649999999
human_gene2,0.1193993
Si87H76,0.0941120639999999
delaunay_n21,0.0631017995999999
bcsstk39,0.2349068
bcsstm05,0.1383206842857142
football,0.12327254
LFAT5,0.2605323333333333
ex10hs,0.14387713
dielFilterV3clx,0.096403796
channel-500x100x100-b050,0.109661193
raefsky4,0.25121603
bcsstm24,0.0998069397
wa2010,0.036485903
or2010,0.0367349288
ship_001,0.2353211779999999
jazz,0.1532644857142857
Trefethen_200b,0.2047104857142856
s1rmt3m1,0.26592153
gearbox,0.196319541
Cube_Coup_dt6,0.282327929
rgg_n_2_16_s0,0.0450958939999999
bundle1,0.3150920499999999
can_62,0.1595165599999999
dwt_193,0.1968111857142857
t2dal,0.121481553
delaunay_n10,0.067166828
brainpc2,0.106518948
hugetric-00000,0.048188063693
dendrimer,0.2692783777777777
c-22,0.094826336
as-735,0.0368611401
dtoc,0.0977652762
TSC_OPF_1047,0.34193595
tube2,0.258427165
delaunay_n15,0.0631899657
c-42,0.114180929
nemeth22,0.48861016
vsp_south31_slptsk,0.0508370665999999
F2,0.138207378
audikw_1,0.156794053
G23,0.041012491
ex15,0.138150803
nd12k,0.3059222199999999
G30,0.041053871
s1rmq4m1,0.2997096599999999
Si41Ge41H72,0.120412199
Alemdar,0.0408548769
t2dal_e,0.0997397847999999
lock3491,0.2776284
bfwb398,0.0948913
bcsstm34,0.2949437888888889
3dtube,0.2185027399999999
ldoor,0.2086626409
hugebubbles-00020,0.042838066577
wy2010,0.0375087946
freeFlyingRobot_4,0.1034866479999999
bcsstk12,0.213539239
LF10,0.295746525
dwt_307,0.1365092475
nemeth01,0.39704444
c-59,0.086167599
bcsstm13,0.0929660409999999
rgg_n_2_24_s0,0.0353344799999999
cbuckle,0.3088861
dwt_310,0.1869040475
ecology2,0.096506
goddardRocketProblem_2,0.1195646333333333
Chem97ZtZ,0.097470899
bodyy5,0.098054593
nlpkkt160,0.148483546
shallow_water2,0.0923533522
msc10848,0.207256603
orbitRaising_2,0.1299913155555555
bundle_adj,0.274554492
hugetrace-00020,0.044753953805
pkustk01,0.1887633259999999
c-21,0.092072638
bcsstk20,0.1522130625
vsp_c-60_data_cti_cs4,0.0569574208
bcsstk11,0.213539239
tmt_sym,0.100259113
G57,0.071700296
kineticBatchReactor_1,0.074534421
ncvxqp1,0.0434813077
com-DBLP,0.04037880719
freeFlyingRobot_1,0.1062366544444444
rail_20209,0.059826694
mi2010,0.0381406938
G5,0.0806771444444444
G47,0.0526292555555555
dynamicSoaringProblem_4,0.1213650729999999
Spectro_10NN,0.0534718411111111
G11,0.1086800522222222
can_1072,0.0800428139999999
c-36,0.094932173
mawi_201512012345,0.07691211664
mesh1em6,0.1899046
tumorAntiAngiogenesis_1,0.1574090714285713
rajat02,0.073714469
Erdos981,0.0512877249999999
TSOPF_FS_b39_c30,0.223508153
af_5_k101,0.2550830899999999
roadNet-CA,0.0464241637399999
hi2010,0.038302086
hangGlider_4,0.0943013458999999
email,0.049410933
bcspwr02,0.1422588199999999
SiO,0.094469798
chesapeake,0.24040196
nemeth14,0.3388402499999999
crystk02,0.2423092499999999
TSOPF_FS_b9_c6,0.131989348
G1,0.0809309666666666
bloweya,0.0884748792
caidaRouterLevel,0.03642942187
power,0.0402587535999999
hollywood-2009,0.0659872817
nasa4704,0.1444993549999999
EX5,0.072538516
bfwb62,0.1667946399999999
loc-Brightkite,0.0410915347
brack2,0.0671188777
c-64,0.131684333
gupta1,0.11109848
orbitRaising_1,0.120448575
af_2_k101,0.2550830899999999
lowThrust_13,0.086685992
lpl1,0.052141389
micromass_10NN,0.0731146133333333
494_bus,0.0665228575
dwt_869,0.1322762933333333
smallworld,0.07692636667
